epoch,val_l1,val_bicubic_l1,val_energy_mae
1,0.01980547440983355,0.03184942224994302,131.76722016906737
2,0.017088318053632975,0.03184942224994302,160.26536967468263
3,0.016151617204770447,0.03184942224994302,161.14320666503906
4,0.015535476993769406,0.03184942224994302,164.01220782470702
5,0.015244044050574303,0.03184942224994302,161.7465450744629
6,0.014946024060249329,0.03184942224994302,159.59153115844725
7,0.014783923974260689,0.03184942224994302,157.81743670654296
8,0.014414853397756815,0.03184942224994302,151.00658282470704
